1900-01	小寒 大寒 	放假 1 31 	
1962-12	大雪 冬至 		
1963-01	小寒 大寒 	放假 1 25 26 27 	
1963-02	立春 雨水 		
1963-03	惊蛰 春分 		
1963-04	清明 谷雨 		
1963-05	立夏 小满 	放假 1 2 	
1963-06	芒种 夏至 	放假 25 	
1963-07	小暑 大暑 		
1963-08	立秋 处暑 		
1963-09	白露 秋分 		
1963-10	寒露 霜降 	放假 1 2 3 	
1963-11	立冬 小雪 		
1963-12	大雪 冬至 		
1964-01	小寒 大寒 	放假 1 	
1964-02	立春 雨水 	放假 13 14 15 	
1964-03	惊蛰 春分 		
1964-04	清明 谷雨 		
1964-05	立夏 小满 	放假 1 2 	
1964-06	芒种 夏至 	放假 14 	
1964-07	小暑 大暑 		
1964-08	立秋 处暑 		
1964-09	白露 秋分 	放假 20 	
1964-10	寒露 霜降 	放假 1 2 3 	
1964-11	立冬 小雪 		
1964-12	大雪 冬至 		
1965-01	小寒 大寒 	放假 1 	
1965-02	立春 雨水 	放假 2 3 4 	
1965-03	惊蛰 春分 		
1965-04	清明 谷雨 		
1965-05	立夏 小满 	放假 1 2 	
1965-06	芒种 夏至 	放假 4 	
1965-07	小暑 大暑 		
1965-08	立秋 处暑 		
1965-09	白露 秋分 	放假 10 	
1965-10	寒露 霜降 	放假 1 2 3 	
1965-11	立冬 小雪 		
1965-12	大雪 冬至 		
1966-01	小寒 大寒 	放假 1 21 22 23 	
1966-02	立春 雨水 		
1966-03	惊蛰 春分 		
1966-04	清明 谷雨 		
1966-05	立夏 小满 	放假 1 2 	
1966-06	芒种 夏至 	放假 23 	
1966-07	小暑 大暑 		
1966-08	立秋 处暑 		
1966-09	白露 秋分 	放假 29 	
1966-10	寒露 霜降 	放假 1 2 3 	
1966-11	立冬 小雪 		
1966-12	大雪 冬至 		
1967-01	小寒 大寒 	放假 1 	
1967-02	立春 雨水 	放假 9 10 11 	
1967-03	惊蛰 春分 		
1967-04	清明 谷雨 		
1967-05	立夏 小满 	放假 1 2 	
1967-06	芒种 夏至 	放假 12 	
1967-07	小暑 大暑 		
1967-08	立秋 处暑 		
1967-09	白露 秋分 	放假 18 	
1967-10	寒露 霜降 	放假 1 2 3 	
1967-11	立冬 小雪 		
1967-12	大雪 冬至 		
1968-01	小寒 大寒 	放假 1 30 31 	
1968-02	立春 雨水 	放假 1 	
1968-03	惊蛰 春分 		
1968-04	清明 谷雨 		
1968-05	立夏 小满 	放假 1 2 31 	
1968-06	芒种 夏至 		
1968-07	小暑 大暑 		
1968-08	立秋 处暑 		
1968-09	白露 秋分 		
1968-10	寒露 霜降 	放假 1 2 3 6 	
1968-11	立冬 小雪 		
1968-12	大雪 冬至 		
1969-01	小寒 大寒 	放假 1 	
1969-02	立春 雨水 	放假 17 18 19 	
1969-03	惊蛰 春分 		
1969-04	清明 谷雨 		
1969-05	立夏 小满 	放假 1 2 	
1969-06	芒种 夏至 	放假 19 	
1969-07	小暑 大暑 		
1969-08	立秋 处暑 		
1969-09	白露 秋分 	放假 26 	
1969-10	寒露 霜降 	放假 1 2 3 	
1969-11	立冬 小雪 		
1969-12	大雪 冬至 		
1970-01	小寒 大寒 	放假 1 	
1970-02	立春 雨水 	放假 6 7 8 	
1970-03	惊蛰 春分 		
1970-04	清明 谷雨 		
1970-05	立夏 小满 	放假 1 2 	
1970-06	芒种 夏至 	放假 8 	
1970-07	小暑 大暑 		
1970-08	立秋 处暑 		
1970-09	白露 秋分 	放假 15 	
1970-10	寒露 霜降 	放假 1 2 3 	
1970-11	立冬 小雪 		
1970-12	大雪 冬至 		
1971-01	小寒 大寒 	放假 1 27 28 29 	
1971-02	立春 雨水 		
1971-03	惊蛰 春分 		
1971-04	清明 谷雨 		
1971-05	立夏 小满 	放假 1 2 28 	
1971-06	芒种 夏至 	放假 27 	
1971-07	小暑 大暑 		
1971-08	立秋 处暑 		
1971-09	白露 秋分 		
1971-10	寒露 霜降 	放假 1 2 3 	
1971-11	立冬 小雪 		
1971-12	大雪 冬至 		
1972-01	小寒 大寒 	放假 1 	
1972-02	立春 雨水 	放假 15 16 17 	
1972-03	惊蛰 春分 		
1972-04	清明 谷雨 		
1972-05	立夏 小满 	放假 1 2 	
1972-06	芒种 夏至 	放假 15 	
1972-07	小暑 大暑 		
1972-08	立秋 处暑 		
1972-09	白露 秋分 	放假 22 	
1972-10	寒露 霜降 	放假 1 2 3 	
1972-11	立冬 小雪 		
1972-12	大雪 冬至 		
1973-01	小寒 大寒 	放假 1 	
1973-02	立春 雨水 	放假 3 4 5 	
1973-03	惊蛰 春分 		
1973-04	清明 谷雨 		
1973-05	立夏 小满 	放假 1 2 	
1973-06	芒种 夏至 	放假 5 	
1973-07	小暑 大暑 		
1973-08	立秋 处暑 		
1973-09	白露 秋分 	放假 11 	
1973-10	寒露 霜降 	放假 1 2 3 	
1973-11	立冬 小雪 		
1973-12	大雪 冬至 		
1974-01	小寒 大寒 	放假 1 23 24 25 	
1974-02	立春 雨水 		
1974-03	惊蛰 春分 		
1974-04	清明 谷雨 		
1974-05	立夏 小满 	放假 1 2 	
1974-06	芒种 夏至 	放假 24 	
1974-07	小暑 大暑 		
1974-08	立秋 处暑 		
1974-09	白露 秋分 	放假 30 	
1974-10	寒露 霜降 	放假 1 2 3 	
1974-11	立冬 小雪 		
1974-12	大雪 冬至 		
1975-01	小寒 大寒 	放假 1 	
1975-02	立春 雨水 	放假 11 12 13 	
1975-03	惊蛰 春分 		
1975-04	清明 谷雨 		
1975-05	立夏 小满 	放假 1 2 	
1975-06	芒种 夏至 	放假 14 	
1975-07	小暑 大暑 		
1975-08	立秋 处暑 		
1975-09	白露 秋分 	放假 20 	
1975-10	寒露 霜降 	放假 1 2 3 	
1975-11	立冬 小雪 		
1975-12	大雪 冬至 		
1976-01	小寒 大寒 	放假 1 31 	
1976-02	立春 雨水 	放假 1 2 	
1976-03	惊蛰 春分 		
1976-04	清明 谷雨 		
1976-05	立夏 小满 	放假 1 2 	
1976-06	芒种 夏至 	放假 2 	
1976-07	小暑 大暑 		
1976-08	立秋 处暑 		
1976-09	白露 秋分 	放假 8 	
1976-10	寒露 霜降 	放假 1 2 3 8 	
1976-11	立冬 小雪 		
1976-12	大雪 冬至 		
1977-01	小寒 大寒 	放假 1 	
1977-02	立春 雨水 	放假 18 19 20 	
1977-03	惊蛰 春分 		
1977-04	清明 谷雨 		
1977-05	立夏 小满 	放假 1 2 	
1977-06	芒种 夏至 	放假 21 	
1977-07	小暑 大暑 		
1977-08	立秋 处暑 		
1977-09	白露 秋分 	放假 27 	
1977-10	寒露 霜降 	放假 1 2 3 	
1977-11	立冬 小雪 		
1977-12	大雪 冬至 		
1978-01	小寒 大寒 	放假 1 	
1978-02	立春 雨水 	放假 7 8 9 	
1978-03	惊蛰 春分 		
1978-04	清明 谷雨 		
1978-05	立夏 小满 	放假 1 2 	
1978-06	芒种 夏至 	放假 10 	
1978-07	小暑 大暑 		
1978-08	立秋 处暑 		
1978-09	白露 秋分 	放假 17 	
1978-10	寒露 霜降 	放假 1 2 3 	
1978-11	立冬 小雪 		
1978-12	大雪 冬至 		
1979-01	小寒 大寒 	放假 1 28 29 30 	
1979-02	立春 雨水 		
1979-03	惊蛰 春分 		
1979-04	清明 谷雨 		
1979-05	立夏 小满 	放假 1 2 30 	
1979-06	芒种 夏至 		
1979-07	小暑 大暑 		
1979-08	立秋 处暑 		
1979-09	白露 秋分 		
1979-10	寒露 霜降 	放假 1 2 3 5 	
1979-11	立冬 小雪 		
1979-12	大雪 冬至 		
1980-01	小寒 大寒 	放假 1 	
1980-02	立春 雨水 	放假 16 17 18 	
1980-03	惊蛰 春分 		
1980-04	清明 谷雨 		
1980-05	立夏 小满 	放假 1 2 	
1980-06	芒种 夏至 	放假 17 	
1980-07	小暑 大暑 		
1980-08	立秋 处暑 		
1980-09	白露 秋分 	放假 23 	
1980-10	寒露 霜降 	放假 1 2 3 	
1980-11	立冬 小雪 		
1980-12	大雪 冬至 		
1981-01	小寒 大寒 	放假 1 	
1981-02	立春 雨水 	放假 5 6 7 	
1981-03	惊蛰 春分 		
1981-04	清明 谷雨 		
1981-05	立夏 小满 	放假 1 2 	
1981-06	芒种 夏至 	放假 6 	
1981-07	小暑 大暑 		
1981-08	立秋 处暑 		
1981-09	白露 秋分 	放假 12 	
1981-10	寒露 霜降 	放假 1 2 3 	
1981-11	立冬 小雪 		
1981-12	大雪 冬至 		
1982-01	小寒 大寒 	放假 1 25 26 27 	
1982-02	立春 雨水 		
1982-03	惊蛰 春分 		
1982-04	清明 谷雨 		
1982-05	立夏 小满 	放假 1 2 	
1982-06	芒种 夏至 	放假 25 	
1982-07	小暑 大暑 		
1982-08	立秋 处暑 		
1982-09	白露 秋分 		
1982-10	寒露 霜降 	放假 1 2 3 	
1982-11	立冬 小雪 		
1982-12	大雪 冬至 		
1983-01	小寒 大寒 	放假 1 	
1983-02	立春 雨水 	放假 13 14 15 	
1983-03	惊蛰 春分 		
1983-04	清明 谷雨 		
1983-05	立夏 小满 	放假 1 2 	
1983-06	芒种 夏至 	放假 15 	
1983-07	小暑 大暑 		
1983-08	立秋 处暑 		
1983-09	白露 秋分 	放假 21 	
1983-10	寒露 霜降 	放假 1 2 3 	
1983-11	立冬 小雪 		
1983-12	大雪 冬至 		
1984-01	小寒 大寒 	放假 1 	
1984-02	立春 雨水 	放假 2 3 4 	
1984-03	惊蛰 春分 		
1984-04	清明 谷雨 		
1984-05	立夏 小满 	放假 1 2 	
1984-06	芒种 夏至 	放假 4 	
1984-07	小暑 大暑 		
1984-08	立秋 处暑 		
1984-09	白露 秋分 	放假 10 	
1984-10	寒露 霜降 	放假 1 2 3 	
1984-11	立冬 小雪 		
1984-12	大雪 冬至 		
1985-01	小寒 大寒 	放假 1 	
1985-02	立春 雨水 	放假 20 21 22 	
1985-03	惊蛰 春分 		
1985-04	清明 谷雨 		
1985-05	立夏 小满 	放假 1 2 	
1985-06	芒种 夏至 	放假 22 	
1985-07	小暑 大暑 		
1985-08	立秋 处暑 		
1985-09	白露 秋分 	放假 29 	
1985-10	寒露 霜降 	放假 1 2 3 	
1985-11	立冬 小雪 		
1985-12	大雪 冬至 		
1986-01	小寒 大寒 	放假 1 	
1986-02	立春 雨水 	放假 9 10 11 	
1986-03	惊蛰 春分 		
1986-04	清明 谷雨 		
1986-05	立夏 小满 	放假 1 2 	
1986-06	芒种 夏至 	放假 11 	
1986-07	小暑 大暑 		
1986-08	立秋 处暑 		
1986-09	白露 秋分 	放假 18 	
1986-10	寒露 霜降 	放假 1 2 3 	
1986-11	立冬 小雪 		
1986-12	大雪 冬至 		
1987-01	小寒 大寒 	放假 1 29 30 31 	
1987-02	立春 雨水 		
1987-03	惊蛰 春分 		
1987-04	清明 谷雨 		
1987-05	立夏 小满 	放假 1 2 31 	
1987-06	芒种 夏至 		
1987-07	小暑 大暑 		
1987-08	立秋 处暑 		
1987-09	白露 秋分 		
1987-10	寒露 霜降 	放假 1 2 3 7 	
1987-11	立冬 小雪 		
1987-12	大雪 冬至 		
1988-01	小寒 大寒 	放假 1 	
1988-02	立春 雨水 	放假 17 18 19 	
1988-03	惊蛰 春分 		
1988-04	清明 谷雨 		
1988-05	立夏 小满 	放假 1 2 	
1988-06	芒种 夏至 	放假 18 	
1988-07	小暑 大暑 		
1988-08	立秋 处暑 		
1988-09	白露 秋分 	放假 25 	
1988-10	寒露 霜降 	放假 1 2 3 	
1988-11	立冬 小雪 		
1988-12	大雪 冬至 		
1989-01	小寒 大寒 	放假 1 	
1989-02	立春 雨水 	放假 6 7 8 	
1989-03	惊蛰 春分 		
1989-04	清明 谷雨 		
1989-05	立夏 小满 	放假 1 2 	
1989-06	芒种 夏至 	放假 8 	
1989-07	小暑 大暑 		
1989-08	立秋 处暑 		
1989-09	白露 秋分 	放假 14 	
1989-10	寒露 霜降 	放假 1 2 3 	
1989-11	立冬 小雪 		
1989-12	大雪 冬至 		
1990-01	小寒 大寒 	放假 1 27 28 29 	
1990-02	立春 雨水 		
1990-03	惊蛰 春分 		
1990-04	清明 谷雨 		
1990-05	立夏 小满 	放假 1 2 28 	
1990-06	芒种 夏至 	放假 27 	
1990-07	小暑 大暑 		
1990-08	立秋 处暑 		
1990-09	白露 秋分 		
1990-10	寒露 霜降 	放假 1 2 3 	
1990-11	立冬 小雪 		
1990-12	大雪 冬至 		
1991-01	小寒 大寒 	放假 1 	
1991-02	立春 雨水 	放假 15 16 17 	
1991-03	惊蛰 春分 		
1991-04	清明 谷雨 		
1991-05	立夏 小满 	放假 1 2 	
1991-06	芒种 夏至 	放假 16 	
1991-07	小暑 大暑 		
1991-08	立秋 处暑 		
1991-09	白露 秋分 	放假 22 	
1991-10	寒露 霜降 	放假 1 2 3 	
1991-11	立冬 小雪 		
1991-12	大雪 冬至 		
1992-01	小寒 大寒 	放假 1 	
1992-02	立春 雨水 	放假 4 5 6 	
1992-03	惊蛰 春分 		
1992-04	清明 谷雨 		
1992-05	立夏 小满 	放假 1 2 	
1992-06	芒种 夏至 	放假 5 	
1992-07	小暑 大暑 		
1992-08	立秋 处暑 		
1992-09	白露 秋分 	放假 11 	
1992-10	寒露 霜降 	放假 1 2 3 	
1992-11	立冬 小雪 		
1992-12	大雪 冬至 		
1993-01	小寒 大寒 	放假 1 23 24 25 	
1993-02	立春 雨水 		
1993-03	惊蛰 春分 		
1993-04	清明 谷雨 		
1993-05	立夏 小满 	放假 1 2 	
1993-06	芒种 夏至 	放假 24 	
1993-07	小暑 大暑 		
1993-08	立秋 处暑 		
1993-09	白露 秋分 	放假 30 	
1993-10	寒露 霜降 	放假 1 2 3 	
1993-11	立冬 小雪 		
1993-12	大雪 冬至 		
1994-01	小寒 大寒 	放假 1 	
1994-02	立春 雨水 	放假 10 11 12 	
1994-03	惊蛰 春分 		
1994-04	清明 谷雨 		
1994-05	立夏 小满 	放假 1 2 	
1994-06	芒种 夏至 	放假 13 	
1994-07	小暑 大暑 		
1994-08	立秋 处暑 		
1994-09	白露 秋分 	放假 20 	
1994-10	寒露 霜降 	放假 1 2 3 	
1994-11	立冬 小雪 		
1994-12	大雪 冬至 		
1995-01	小寒 大寒 	放假 1 31 	
1995-02	立春 雨水 	放假 1 2 	
1995-03	惊蛰 春分 		
1995-04	清明 谷雨 		
1995-05	立夏 小满 	放假 1 2 	
1995-06	芒种 夏至 	放假 2 	
1995-07	小暑 大暑 		
1995-08	立秋 处暑 		
1995-09	白露 秋分 	放假 9 	
1995-10	寒露 霜降 	放假 1 2 3 9 	
1995-11	立冬 小雪 		
1995-12	大雪 冬至 		
1996-01	小寒 大寒 	放假 1 	
1996-02	立春 雨水 	放假 19 20 21 	
1996-03	惊蛰 春分 		
1996-04	清明 谷雨 		
1996-05	立夏 小满 	放假 1 2 	
1996-06	芒种 夏至 	放假 20 	
1996-07	小暑 大暑 		
1996-08	立秋 处暑 		
1996-09	白露 秋分 	放假 27 	
1996-10	寒露 霜降 	放假 1 2 3 	
1996-11	立冬 小雪 		
1996-12	大雪 冬至 		
1997-01	小寒 大寒 	放假 1 	
1997-02	立春 雨水 	放假 7 8 9 	
1997-03	惊蛰 春分 		
1997-04	清明 谷雨 		
1997-05	立夏 小满 	放假 1 2 	
1997-06	芒种 夏至 	放假 9 	
1997-07	小暑 大暑 		
1997-08	立秋 处暑 		
1997-09	白露 秋分 	放假 16 	
1997-10	寒露 霜降 	放假 1 2 3 	
1997-11	立冬 小雪 		
1997-12	大雪 冬至 		
1998-01	小寒 大寒 	放假 1 28 29 30 	
1998-02	立春 雨水 		
1998-03	惊蛰 春分 		
1998-04	清明 谷雨 		
1998-05	立夏 小满 	放假 1 2 30 	
1998-06	芒种 夏至 	放假 28 	
1998-07	小暑 大暑 		
1998-08	立秋 处暑 		
1998-09	白露 秋分 		
1998-10	寒露 霜降 	放假 1 2 3 5 	
1998-11	立冬 小雪 		
1998-12	大雪 冬至 		
1999-01	小寒 大寒 	放假 1 	
1999-02	立春 雨水 	放假 16 17 18 	
1999-03	惊蛰 春分 		
1999-04	清明 谷雨 		
1999-05	立夏 小满 	放假 1 2 	
1999-06	芒种 夏至 	放假 18 	
1999-07	小暑 大暑 		
1999-08	立秋 处暑 		
1999-09	白露 秋分 	放假 24 	
1999-10	寒露 霜降 	放假 1 2 3 	
1999-11	立冬 小雪 		
1999-12	大雪 冬至 		
2000-01	小寒 大寒 	放假 1 	
2000-02	立春 雨水 	放假 5 6 7 	
2000-03	惊蛰 春分 		
2000-04	清明 谷雨 		
2000-05	立夏 小满 	放假 1 2 	
2000-06	芒种 夏至 	放假 6 	
2000-07	小暑 大暑 		
2000-08	立秋 处暑 		
2000-09	白露 秋分 	放假 12 	
2000-10	寒露 霜降 	放假 1 2 3 	
2000-11	立冬 小雪 		
2000-12	大雪 冬至 		
2001-01	小寒 大寒 	放假 1 24 25 26 	
2001-02	立春 雨水 		
2001-03	惊蛰 春分 		
2001-04	清明 谷雨 		
2001-05	立夏 小满 	放假 1 2 	
2001-06	芒种 夏至 	放假 25 	
2001-07	小暑 大暑 		
2001-08	立秋 处暑 		
2001-09	白露 秋分 		
2001-10	寒露 霜降 	放假 1 2 3 	
2001-11	立冬 小雪 		
2001-12	大雪 冬至 		工作 29 30 
2002-01	小寒 大寒 	放假 1 2 3 	
2002-02	立春 雨水 	放假 12 13 14 15 16 17 18 	工作 9 10 
2002-03	惊蛰 春分 		
2002-04	清明 谷雨 		工作 27 28 
2002-05	立夏 小满 	放假 1 2 3 4 5 6 7 	
2002-06	芒种 夏至 	放假 15 	
2002-07	小暑 大暑 		
2002-08	立秋 处暑 		
2002-09	白露 秋分 	放假 21 	工作 28 29 
2002-10	寒露 霜降 	放假 1 2 3 4 5 6 7 	
2002-11	立冬 小雪 		
2002-12	大雪 冬至 		
2003-01	小寒 大寒 	放假 1 	
2003-02	立春 雨水 	放假 1 2 3 4 5 6 7 	工作 8 9 
2003-03	惊蛰 春分 		
2003-04	清明 谷雨 		工作 26 27 
2003-05	立夏 小满 	放假 1 2 3 4 5 6 7 	
2003-06	芒种 夏至 	放假 4 	
2003-07	小暑 大暑 		
2003-08	立秋 处暑 		
2003-09	白露 秋分 	放假 11 	工作 27 28 
2003-10	寒露 霜降 	放假 1 2 3 4 5 6 7 	
2003-11	立冬 小雪 		
2003-12	大雪 冬至 		
2004-01	小寒 大寒 	放假 1 22 23 24 25 26 27 28 	工作 17 18 
2004-02	立春 雨水 		
2004-03	惊蛰 春分 		
2004-04	清明 谷雨 		
2004-05	立夏 小满 	放假 1 2 3 4 5 6 7 	工作 8 9 
2004-06	芒种 夏至 	放假 22 	
2004-07	小暑 大暑 		
2004-08	立秋 处暑 		
2004-09	白露 秋分 	放假 28 	
2004-10	寒露 霜降 	放假 1 2 3 4 5 6 7 	工作 9 10 
2004-11	立冬 小雪 		
2004-12	大雪 冬至 		
2005-01	小寒 大寒 	放假 1 2 3 	
2005-02	立春 雨水 	放假 9 10 11 12 13 14 15 	工作 5 6 
2005-03	惊蛰 春分 		
2005-04	清明 谷雨 		工作 30 
2005-05	立夏 小满 	放假 1 2 3 4 5 6 7 	工作 8 
2005-06	芒种 夏至 	放假 11 	
2005-07	小暑 大暑 		
2005-08	立秋 处暑 		
2005-09	白露 秋分 	放假 18 	
2005-10	寒露 霜降 	放假 1 2 3 4 5 6 7 	工作 8 9 
2005-11	立冬 小雪 		
2005-12	大雪 冬至 		工作 31 
2006-01	小寒 大寒 	放假 1 2 3 29 30 31 	工作 28 
2006-02	立春 雨水 	放假 1 2 3 4 	工作 5 
2006-03	惊蛰 春分 		
2006-04	清明 谷雨 		工作 29 30 
2006-05	立夏 小满 	放假 1 2 3 4 5 6 7 31 	
2006-06	芒种 夏至 		
2006-07	小暑 大暑 		
2006-08	立秋 处暑 		
2006-09	白露 秋分 		工作 30 
2006-10	寒露 霜降 	放假 1 2 3 4 5 6 7 	工作 8 
2006-11	立冬 小雪 		
2006-12	大雪 冬至 		工作 30 31 
2007-01	小寒 大寒 	放假 1 2 3 	
2007-02	立春 雨水 	放假 18 19 20 21 22 23 24 	工作 17 25 
2007-03	惊蛰 春分 		
2007-04	清明 谷雨 		工作 28 29 
2007-05	立夏 小满 	放假 1 2 3 4 5 6 7 	
2007-06	芒种 夏至 	放假 19 	
2007-07	小暑 大暑 		
2007-08	立秋 处暑 		
2007-09	白露 秋分 	放假 25 	工作 29 30 
2007-10	寒露 霜降 	放假 1 2 3 4 5 6 7 	
2007-11	立冬 小雪 		
2007-12	大雪 冬至 	放假 30 31 	工作 29 
2008-01	小寒 大寒 	放假 1 	
2008-02	立春 雨水 	放假 6 7 8 9 10 11 12 	工作 2 3 
2008-03	惊蛰 春分 		
2008-04	清明 谷雨 	放假 4 5 6 	
2008-05	立夏 小满 	放假 1 2 3 	工作 4 
2008-06	芒种 夏至 	放假 7 8 9 	
2008-07	小暑 大暑 		
2008-08	立秋 处暑 		
2008-09	白露 秋分 	放假 13 14 15 29 30 	工作 27 28 
2008-10	寒露 霜降 	放假 1 2 3 4 5 	
2008-11	立冬 小雪 		
2008-12	大雪 冬至 		
2009-01	小寒 大寒 	放假 1 2 3 25 26 27 28 29 30 31 	工作 4 24 
2009-02	立春 雨水 		工作 1 
2009-03	惊蛰 春分 		
2009-04	清明 谷雨 	放假 4 5 6 	
2009-05	立夏 小满 	放假 1 2 3 28 29 30 	工作 31 
2009-06	芒种 夏至 	放假 27 	
2009-07	小暑 大暑 		
2009-08	立秋 处暑 		
2009-09	白露 秋分 		工作 27 
2009-10	寒露 霜降 	放假 1 2 3 4 5 6 7 8 	工作 10 
2009-11	立冬 小雪 		
2009-12	大雪 冬至 		
2010-01	小寒 大寒 	放假 1 2 3 	
2010-02	立春 雨水 	放假 13 14 15 16 17 18 19 	工作 20 21 
2010-03	惊蛰 春分 		
2010-04	清明 谷雨 	放假 3 4 5 	
2010-05	立夏 小满 	放假 1 2 3 	
2010-06	芒种 夏至 	放假 14 15 16 	工作 12 13 
2010-07	小暑 大暑 		
2010-08	立秋 处暑 		
2010-09	白露 秋分 	放假 22 23 24 	工作 19 25 26 
2010-10	寒露 霜降 	放假 1 2 3 4 5 6 7 	工作 9 
2010-11	立冬 小雪 		
2010-12	大雪 冬至 		
2011-01	小寒 大寒 	放假 1 2 3 	工作 30 
2011-02	立春 雨水 	放假 2 3 4 5 6 7 8 	工作 12 
2011-03	惊蛰 春分 		
2011-04	清明 谷雨 	放假 3 4 5 30 	工作 2 
2011-05	立夏 小满 	放假 1 2 	
2011-06	芒种 夏至 	放假 4 5 6 	
2011-07	小暑 大暑 		
2011-08	立秋 处暑 		
2011-09	白露 秋分 	放假 10 11 12 	
2011-10	寒露 霜降 	放假 1 2 3 4 5 6 7 	工作 8 9 
2011-11	立冬 小雪 		
2011-12	大雪 冬至 		工作 31 
2012-01	小寒 大寒 	放假 1 2 3 22 23 24 25 26 27 28 	工作 21 29 
2012-02	立春 雨水 		
2012-03	惊蛰 春分 		工作 31 
2012-04	清明 谷雨 	放假 2 3 4 29 30 	工作 1 28 
2012-05	立夏 小满 	放假 1 	工作 2 
2012-06	芒种 夏至 	放假 22 23 24 	
2012-07	小暑 大暑 		
2012-08	立秋 处暑 		
2012-09	白露 秋分 	放假 30 	工作 29 
2012-10	寒露 霜降 	放假 1 2 3 4 5 6 7 	工作 8 
2012-11	立冬 小雪 		
2012-12	大雪 冬至 		
2013-01	小寒 大寒 	放假 1 2 3 	工作 5 6 
2013-02	立春 雨水 	放假 9 10 11 12 13 14 15 	工作 16 17 
2013-03	惊蛰 春分 		
2013-04	清明 谷雨 	放假 4 5 6 29 30 	工作 27 28 
2013-05	立夏 小满 	放假 1 2 	
2013-06	芒种 夏至 	放假 10 11 12 	工作 8 9 
2013-07	小暑 大暑 		
2013-08	立秋 处暑 		
2013-09	白露 秋分 	放假 19 20 21 	工作 22 29 
2013-10	寒露 霜降 	放假 1 2 3 4 5 6 7 	
2013-11	立冬 小雪 		
2013-12	大雪 冬至 		
2014-01	小寒 大寒 	放假 1 31 	工作 26 
2014-02	立春 雨水 	放假 1 2 3 4 5 6 	工作 8 
2014-03	惊蛰 春分 		
2014-04	清明 谷雨 	放假 5 6 7 	
2014-05	立夏 小满 	放假 1 2 3 31 	工作 4 
2014-06	芒种 夏至 	放假 1 2 	
2014-07	小暑 大暑 		
2014-08	立秋 处暑 		
2014-09	白露 秋分 	放假 6 7 8 	工作 28 
2014-10	寒露 霜降 	放假 1 2 3 4 5 6 7 	工作 11 
2014-11	立冬 小雪 		
2014-12	大雪 冬至 		
2015-01	小寒 大寒 	放假 1 2 3 	工作 4 
2015-02	立春 雨水 	放假 18 19 20 21 22 23 24 	工作 15 28 
2015-03	惊蛰 春分 		
2015-04	清明 谷雨 	放假 4 5 6 	
2015-05	立夏 小满 	放假 1 2 3 	
2015-06	芒种 夏至 	放假 20 21 22 	
2015-07	小暑 大暑 		
2015-08	立秋 处暑 		
2015-09	白露 秋分 	放假 3 4 5 26 27 	工作 6 
2015-10	寒露 霜降 	放假 1 2 3 4 5 6 7 	工作 10 
2015-11	立冬 小雪 		
2015-12	大雪 冬至 		
2016-01	小寒 大寒 	放假 1 2 3 	
2016-02	立春 雨水 	放假 7 8 9 10 11 12 13 	工作 6 14 
2016-03	惊蛰 春分 		
2016-04	清明 谷雨 	放假 2 3 4 30 	
2016-05	立夏 小满 	放假 1 2 	
2016-06	芒种 夏至 	放假 9 10 11 	工作 12 
2016-07	小暑 大暑 		
2016-08	立秋 处暑 		
2016-09	白露 秋分 	放假 15 16 17 	工作 18 
2016-10	寒露 霜降 	放假 1 2 3 4 5 6 7 	工作 8 9 
2016-11	立冬 小雪 		
2016-12	大雪 冬至 	放假 31 	
2017-01	小寒 大寒 	放假 1 2 27 28 29 30 31 	工作 22 
2017-02	立春 雨水 	放假 1 2 	工作 4 
2017-03	惊蛰 春分 		
2017-04	清明 谷雨 	放假 2 3 4 29 30 	工作 1 
2017-05	立夏 小满 	放假 1 2 28 29 30 	工作 27 
2017-06	芒种 夏至 		
2017-07	小暑 大暑 		
2017-08	立秋 处暑 		
2017-09	白露 秋分 		工作 30 
2017-10	寒露 霜降 	放假 1 2 3 4 5 6 7 8 	
2017-11	立冬 小雪 		
2017-12	大雪 冬至 	放假 30 31 	
2018-01	小寒 大寒 	放假 1 	
2018-02	立春 雨水 	放假 15 16 17 18 19 20 21 	工作 11 24 
2018-03	惊蛰 春分 		
2018-04	清明 谷雨 	放假 5 6 7 29 30 	工作 8 28 
2018-05	立夏 小满 	放假 1 2 	
2018-06	芒种 夏至 	放假 16 17 18 	
2018-07	小暑 大暑 		
2018-08	立秋 处暑 		
2018-09	白露 秋分 	放假 22 23 24 	工作 29 30 
2018-10	寒露 霜降 	放假 1 2 3 4 5 6 7 	
2018-11	立冬 小雪 		
2018-12	大雪 冬至 	放假 30 31 	工作 29 
2019-01	小寒 大寒 	放假 1 	
2019-02	立春 雨水 	放假 4 5 6 7 8 9 10 	工作 2 3 
2019-03	惊蛰 春分 		
2019-04	清明 谷雨 	放假 5 6 7 	工作 28 
2019-05	立夏 小满 	放假 1 2 3 4 	工作 5 
2019-06	芒种 夏至 	放假 7 8 9 	
2019-07	小暑 大暑 		
2019-08	立秋 处暑 		
2019-09	白露 秋分 	放假 13 14 15 	工作 29 
2019-10	寒露 霜降 	放假 1 2 3 4 5 6 7 	工作 12 
2019-11	立冬 小雪 		
2019-12	大雪 冬至 		
2020-01	小寒 大寒 	放假 1 24 25 26 27 28 29 30 31 	工作 19 
2020-02	立春 雨水 	放假 1 2 	
2020-03	惊蛰 春分 		
2020-04	清明 谷雨 	放假 4 5 6 	工作 26 
2020-05	立夏 小满 	放假 1 2 3 4 5 	工作 9 
2020-06	芒种 夏至 	放假 25 26 27 	工作 28 
