2013-05-01	2013-3-22	30	闭	三	癸巳 丙辰 丁卯	无	立夏 (5, 5)	劳动节	休	劳动节 2013-05-01	修造 入殓 出行 动土 合寿木 合帐 启钻 塞穴 安床 安葬 开生坟 破土 祭祀 移徙 移柩 补垣 造畜稠	作灶 入宅 安门 开光 理发
2013-05-02	2013-3-23	30	建	四	癸巳 丙辰 戊辰	无	立夏 (5, 5)	无	无	无	修饰垣墙 祭祀 馀事勿取	修造 动土 开光 破土
2013-05-03	2013-3-24	30	除	五	癸巳 丙辰 己巳	无	立夏 (5, 5)	无	无	无	上梁 会亲友 入宅 出火 嫁娶 安门 开光 开池 掘井 斋醮 求嗣 治病 盖屋 祈福 祭祀 移徙 竖柱 起基 造车器	作灶 修坟 出行 安葬 开市 立券 纳采
2013-05-04	2013-3-25	30	满	六	癸巳 丙辰 庚午	无	立夏 (5, 5)	青年节	无	无	会亲友 出行 启钻 塑绘 嫁娶 安床 安葬 开光 开市 成服 祭祀 移柩 纳采 结网 除服	入宅 动土 探病 盖屋 破土 祈福
2013-05-05	2013-3-26	30	满	日	癸巳 丁巳 辛未	立夏	小满 (5, 21)	无	无	无	会亲友 作灶 安床 纳采 订盟 造畜稠	安葬 开市
2013-05-06	2013-3-27	30	平	一	癸巳 丁巳 壬申	无	小满 (5, 21)	无	无	无	入殓 启钻 安葬 平治道涂 扫舍 沐浴 破土 移柩 馀事勿取	诸事不宜
2013-05-07	2013-3-28	30	定	二	癸巳 丁巳 癸酉	无	小满 (5, 21)	无	无	无	上梁 交易 入宅 出火 出行 动土 嫁娶 安床 安葬 安门 开光 开市 拆卸 挂匾 栽种 求嗣 破土 祈福 祭祀 移徙 立券 进人口	无
2013-05-08	2013-3-29	30	执	三	癸巳 丁巳 甲戌	无	小满 (5, 21)	无	无	无	入殓 出行 启钻 塑绘 安葬 开光 成服 破土 祭祀 移柩 裁衣 解除 除服	上梁 伐木 修造 入宅 出火 动土 嫁娶 开柱眼 拆卸 架马
2013-05-09	2013-3-30	30	破	四	癸巳 丁巳 乙亥	无	小满 (5, 21)	无	无	无	坏垣 破屋 祭祀 解除 馀事勿取	诸事不宜
2013-05-10	2013-4-1	29	危	五	癸巳 丁巳 丙子	无	小满 (5, 21)	无	无	无	上梁 会亲友 修造 入宅 出火 出行 动土 嫁娶 安床 安门 开光 拆卸 栽种 求嗣 牧养 祈福 祭祀 移徙 竖柱 纳畜 解除 进人口	无
2013-05-11	2013-4-2	29	成	六	癸巳 丁巳 丁丑	无	小满 (5, 21)	无	无	无	交易 伐木 修造 动土 安床 安葬 开光 开市 拆卸 栽种 破土 祈福 祭祀 移柩 立券 进人口	入宅 出火 出行 嫁娶 理发 移徙
2013-05-12	2013-4-3	29	收	日	癸巳 丁巳 戊寅	无	小满 (5, 21)	母亲节	无	无	结网 解除 馀事勿取	诸事不宜
2013-05-13	2013-4-4	29	开	一	癸巳 丁巳 己卯	无	小满 (5, 21)	无	无	无	交易 出行 嫁娶 安床 开光 开市 拆卸 求嗣 祈福 祭祀 立券	上梁 伐木 入宅 入殓 动土 安葬 安门 探病 移徙 纳畜
2013-05-14	2013-4-5	29	闭	二	癸巳 丁巳 庚辰	无	小满 (5, 21)	无	无	无	作灶 修造 入宅 出火 出行 动土 塞穴 嫁娶 安床 安葬 拆卸 栽种 求嗣 破土 祈福 祭祀 移徙	开仓 开光 掘井
2013-05-15	2013-4-6	29	建	三	癸巳 丁巳 辛巳	无	小满 (5, 21)	无	无	无	扫舍 解除 馀事勿取	诸事不宜
2013-05-16	2013-4-7	29	除	四	癸巳 丁巳 壬午	无	小满 (5, 21)	无	无	无	上梁 交易 修坟 入宅 出行 动土 安葬 安门 开光 开市 拆卸 挂匾 栽种 破土 移柩 立券 进人口	作灶 嫁娶 安床 探病
2013-05-17	2013-4-8	29	满	五	癸巳 丁巳 癸未	无	小满 (5, 21)	无	无	无	会亲友 进人口	上梁 伐木 动土 塞穴 安葬 词讼
2013-05-18	2013-4-9	29	平	六	癸巳 丁巳 甲申	无	小满 (5, 21)	无	无	无	入殓 安葬 平治道涂 成服 扫舍 沐浴 破土 除服	伐木 作梁 嫁娶 安床 盖屋 祈福 祭祀 移徙
2013-05-19	2013-4-10	29	定	日	癸巳 丁巳 乙酉	无	小满 (5, 21)	全国助残日	无	无	上梁 交易 入宅 出火 出行 动土 嫁娶 安床 安葬 安门 开光 开市 拆卸 挂匾 求嗣 破土 祈福 祭祀 移徙 立券 解除 谢土 进人口	无
2013-05-20	2013-4-11	29	执	一	癸巳 丁巳 丙戌	无	小满 (5, 21)	无	无	无	上梁 伐木 会亲友 作梁 修造 冠笄 动土 合帐 嫁娶 安床 开光 放水 架马 求嗣 祈福 祭祀 竖柱 裁衣 解除 起基 进人口	无
2013-05-21	2013-4-12	29	破	二	癸巳 丁巳 丁亥	小满	芒种 (6, 5)	无	无	无	坏垣 沐浴 破屋 解除 馀事勿取	诸事不宜
2013-05-22	2013-4-13	29	危	三	癸巳 丁巳 戊子	无	芒种 (6, 5)	无	无	无	修造 入宅 入殓 出火 动土 嫁娶 安床 安葬 开光 成服 拆卸 挂匾 栽种 求嗣 破土 祈福 祭祀 移徙 纳采 订盟 进人口 造车器 除服	开市 立券
2013-05-23	2013-4-14	29	成	四	癸巳 丁巳 己丑	无	芒种 (6, 5)	无	无	无	上梁 交易 出行 动土 安床 开光 开市 栽种 牧养 破土 祈福 祭祀 立券 竖柱 纳畜 解除	入宅 嫁娶 安葬 掘井 移徙
2013-05-24	2013-4-15	29	收	五	癸巳 丁巳 庚寅	无	芒种 (6, 5)	无	无	无	上梁 作灶 入宅 冠笄 出行 牧养 移徙 竖柱 纳畜 纳采 解除 进人口	伐木 修坟 修造 动土 安床 安葬 架马 破土 祭祀
2013-05-25	2013-4-16	29	开	六	癸巳 丁巳 辛卯	无	芒种 (6, 5)	无	无	无	交易 修坟 出行 动土 启钻 安床 定磉 开光 开市 栽种 求嗣 破土 祈福 祭祀 移徙 立券 纳畜 置产 起基 造仓	伐木 修造 入宅 入殓 安葬 安门 盖屋
2013-05-26	2013-4-17	29	闭	日	癸巳 丁巳 壬辰	无	芒种 (6, 5)	无	无	无	交易 取渔 塞穴 嫁娶 开厕 开生坟 畋猎 立券 补垣	上梁 修造 入宅 安床 开光 开市 开渠 移徙
2013-05-27	2013-4-18	29	建	一	癸巳 丁巳 癸巳	无	芒种 (6, 5)	无	无	无	塞穴 断蚁 畋猎 结网 馀事勿取	入宅 出行 动土 嫁娶 安葬 词讼
2013-05-28	2013-4-19	29	除	二	癸巳 丁巳 甲午	无	芒种 (6, 5)	无	无	无	入宅 入殓 出火 出行 动土 嫁娶 安葬 开光 栽种 求嗣 牧养 破土 祈福 祭祀 移徙 纳畜 纳采 解除 订盟	作灶 安床 开仓 盖屋
2013-05-29	2013-4-20	29	满	三	癸巳 丁巳 乙未	无	芒种 (6, 5)	无	无	无	作灶 冠笄 塞穴 安床 开光 纳采 裁衣 进人口 造仓	伐木 作梁 修造 出行 动土 嫁娶 安葬 栽种 谢土
2013-05-30	2013-4-21	29	平	四	癸巳 丁巳 丙申	无	芒种 (6, 5)	无	无	无	上梁 交易 修造 出行 动土 嫁娶 开市 挂匾 栽种 理发 移徙 立券 纳畜 纳采 裁衣 进人口	伐木 安床 安葬 祈福 祭祀
2013-05-31	2013-4-22	29	定	五	癸巳 丁巳 丁酉	无	芒种 (6, 5)	无	无	无	交易 修造 出行 动土 启钻 安床 安机械 安葬 定磉 开市 成服 挂匾 斋醮 盖屋 破土 祈福 祭祀 立券 立碑 起基 除服	作灶 入宅 嫁娶 理发 移徙
