1987-08-01	1987-6a-7	29	闭	六	丁卯 丁未 壬午	无	立秋 (8, 8)	建军节	无	无	入殓 启钻 安葬 成服 破土 祭祀 移柩 谢土 除服 馀事勿取	无
1987-08-02	1987-6a-8	29	建	日	丁卯 丁未 癸未	无	立秋 (8, 8)	无	无	无	交易 出行 割蜜 祭祀 造畜稠	伐木 作梁 作灶 动土 嫁娶 安葬 掘井 破土 移徙 词讼
1987-08-03	1987-6a-9	29	除	一	丁卯 丁未 甲申	无	立秋 (8, 8)	无	无	无	交易 修造 入宅 入殓 出火 动土 启钻 嫁娶 开光 开市 成服 拆卸 挂匾 栽种 求嗣 祈福 祭祀 移徙 立券 纳畜 进人口 除服	无
1987-08-04	1987-6a-10	29	满	二	丁卯 丁未 乙酉	无	立秋 (8, 8)	无	无	无	入殓 启钻 嫁娶 安床 安葬 开光 开市 扫舍 牧养 理发 移柩 解除	上梁 作灶 修造 入宅 动土 栽种 祈福 移徙
1987-08-05	1987-6a-11	29	平	三	丁卯 丁未 丙戌	无	立秋 (8, 8)	无	无	无	祭祀 解除 馀事勿取	诸事不宜
1987-08-06	1987-6a-12	29	定	四	丁卯 丁未 丁亥	无	立秋 (8, 8)	无	无	无	上梁 伐木 修造 入宅 出火 动土 安床 开光 拆卸 挂匾 求嗣 祈福 祭祀 纳畜	作灶 修坟 嫁娶 栽种 理发 行丧
1987-08-07	1987-6a-13	29	执	五	丁卯 丁未 戊子	无	立秋 (8, 8)	无	无	无	入殓 安葬 理发 破土 祭祀 解除	作灶 入宅 出火 嫁娶 安门 开市 斋醮 移徙 置产
1987-08-08	1987-6a-14	29	执	六	丁卯 戊申 己丑	立秋	处暑 (8, 24)	无	无	无	入殓 启钻 安葬 成服 捕捉 牧养 畋猎 破土 祭祀 移柩 纳畜 除服	入宅 嫁娶 开市 纳采 订盟
1987-08-09	1987-6a-15	29	破	日	丁卯 戊申 庚寅	无	处暑 (8, 24)	无	无	无	坏垣 治病 破屋 馀事勿取	安葬 行丧
1987-08-10	1987-6a-16	29	危	一	丁卯 戊申 辛卯	无	处暑 (8, 24)	无	无	无	交易 入宅 入殓 冠笄 出行 启钻 嫁娶 安葬 开市 开柱眼 成服 斋醮 破土 祈福 移柩 立券 纳财 造桥 除服 雕刻	动土 安床 开池 订盟
1987-08-11	1987-6a-17	29	成	二	丁卯 戊申 壬辰	无	处暑 (8, 24)	无	无	无	入殓 动土 安葬 开市 开生坟 成服 放水 求嗣 牧养 破土 祈福 移柩 纳畜 纳采 解除 订盟 起基 造仓 除服	无
1987-08-12	1987-6a-18	29	收	三	丁卯 戊申 癸巳	无	处暑 (8, 24)	无	无	无	交易 修造 入宅 出火 分居 动土 塑绘 嫁娶 安门 开光 开市 拆卸 牧养 移徙 立券 纳畜 纳财 纳采 解除 订盟 起基	无
1987-08-13	1987-6a-19	29	开	四	丁卯 戊申 甲午	无	处暑 (8, 24)	无	无	无	交易 出行 动土 嫁娶 安床 开市 开渠 成服 掘井 放水 栽种 破土 祈福 移柩 立券 纳采 裁衣 订盟 除服	无
1987-08-14	1987-6a-20	29	闭	五	丁卯 戊申 乙未	无	处暑 (8, 24)	无	无	无	作灶 入宅 嫁娶 斋醮 祈福 祭祀 移徙	动土 破土
1987-08-15	1987-6a-21	29	建	六	丁卯 戊申 丙申	无	处暑 (8, 24)	无	无	无	入殓 出行 启钻 嫁娶 安葬 祭祀 纳畜	作灶 动土 破土
1987-08-16	1987-6a-22	29	除	日	丁卯 戊申 丁酉	无	处暑 (8, 24)	无	无	无	上梁 修造 动土 安葬 破土 祈福 祭祀 纳采 订盟	嫁娶 开市
1987-08-17	1987-6a-23	29	满	一	丁卯 戊申 戊戌	无	处暑 (8, 24)	无	无	无	上梁 会亲友 修造 入宅 出行 移徙 纳采 订盟	安葬 开市
