2001-05-01	2001-4-9	30	成	二	辛巳 壬辰 甲子	无	立夏 (5, 5)	劳动节	无	无	开市 交易 立券 挂匾 祭祀 开光 祈福 求嗣 安床 解除 修造 安葬	纳采 问名 订盟 嫁娶 入宅 开仓 出火 动土 破土 纳畜 伐木
2001-05-02	2001-4-10	30	收	三	辛巳 壬辰 乙丑	无	立夏 (5, 5)	无	无	无	祭祀 修门 取渔 纳财 纳畜 馀事勿取	嫁娶 入宅
2001-05-03	2001-4-11	30	开	四	辛巳 壬辰 丙寅	无	立夏 (5, 5)	无	无	无	安香 出火 纳采 订盟 嫁娶 开市 立券 交易 挂匾 开光 出行 解除 安床 栽种 置产 拆卸 修造 动土	作灶 安葬 祭祀 入殓
2001-05-04	2001-4-12	30	闭	五	辛巳 壬辰 丁卯	无	立夏 (5, 5)	青年节	无	无	祭祀 出行 修造 动土 合帐 造畜稠 安床 移徙 入殓 移柩 破土 启钻 安葬 开生坟 合寿木 补垣 塞穴	入宅 作灶 理发 开光 安门
2001-05-05	2001-4-13	30	闭	六	辛巳 癸巳 戊辰	立夏	小满 (5, 21)	无	无	无	嫁娶 裁衣 祭祀 出行 安床 作灶 移徙 入宅 破土 安葬	赴任 捕捉
2001-05-06	2001-4-14	30	建	日	辛巳 癸巳 己巳	无	小满 (5, 21)	无	无	无	塞穴 结网 馀事勿取	诸事不宜
2001-05-07	2001-4-15	30	除	一	辛巳 癸巳 庚午	无	小满 (5, 21)	无	无	无	嫁娶 订盟 纳采 出行 祭祀 祈福 斋醮 动土 上梁 破土 安葬	移徙 入宅
2001-05-08	2001-4-16	30	满	二	辛巳 癸巳 辛未	无	小满 (5, 21)	无	无	无	订盟 纳采 会亲友 安床 作灶 造畜稠	开市 安葬
2001-05-09	2001-4-17	30	平	三	辛巳 癸巳 壬申	无	小满 (5, 21)	无	无	无	沐浴 平治道涂 扫舍 入殓 移柩 破土 启钻 安葬 馀事勿取	诸事不宜
2001-05-10	2001-4-18	30	定	四	辛巳 癸巳 癸酉	无	小满 (5, 21)	无	无	无	嫁娶 祭祀 祈福 求嗣 开光 出行 出火 拆卸 动土 上梁 进人口 入宅 移徙 安床 安门 开市 交易 立券 挂匾 栽种 破土 安葬	无
2001-05-11	2001-4-19	30	执	五	辛巳 癸巳 甲戌	无	小满 (5, 21)	无	无	无	祭祀 开光 出行 解除 塑绘 裁衣 入殓 移柩 破土 启钻 安葬 除服 成服	嫁娶 上梁 修造 拆卸 架马 入宅 伐木 动土 出火 开柱眼
2001-05-12	2001-4-20	30	破	六	辛巳 癸巳 乙亥	无	小满 (5, 21)	无	无	无	祭祀 解除 破屋 坏垣 馀事勿取	诸事不宜
2001-05-13	2001-4-21	30	危	日	辛巳 癸巳 丙子	无	小满 (5, 21)	母亲节	无	无	嫁娶 祭祀 祈福 求嗣 开光 出行 拆卸 动土 上梁 出火 进人口 入宅 移徙 安床 栽种 纳畜 牧养 竖柱 安门 修造 解除 会亲友	无
2001-05-14	2001-4-22	30	成	一	辛巳 癸巳 丁丑	无	小满 (5, 21)	无	无	无	开市 交易 立券 祭祀 祈福 开光 伐木 进人口 安床 拆卸 修造 动土 栽种 破土 移柩 安葬	入宅 移徙 理发 出火 嫁娶 出行
2001-05-15	2001-4-23	30	收	二	辛巳 癸巳 戊寅	无	小满 (5, 21)	无	无	无	结网 解除 馀事勿取	诸事不宜
2001-05-16	2001-4-24	30	开	三	辛巳 癸巳 己卯	无	小满 (5, 21)	无	无	无	嫁娶 祭祀 祈福 求嗣 开光 开市 交易 立券 安床 出行 拆卸	纳畜 入宅 移徙 安葬 探病 伐木 上梁 安门 入殓 动土
2001-05-17	2001-4-25	30	闭	四	辛巳 癸巳 庚辰	无	小满 (5, 21)	无	无	无	嫁娶 祭祀 祈福 求嗣 出行 出火 拆卸 修造 动土 入宅 移徙 安床 作灶 塞穴 栽种 破土 安葬	开光 掘井 开仓
